key,docs,rating,timestamp,sentiment
2024,"i requested a sea view room and it was provided to us. the view from the room and the restaurant was out of the world. we even were allowed to check in well ahead of the scheduled check-in time. the location of the hotel is excellent. it is just 3 minutes walk from the cobh railway station, 2 minutes walk from the cobh heritage centre and 5 minutes walk from the titanic experience. the tea bags and sugar in the room were not refilled the next morning. we asked for a boiled egg for the breakfast and they provided us with raw eggs. it was really unacceptable.",5.0,2021-11-13 01:00:00,"[[0.002744056284427643, 0.17451032996177673, 0.8227456212043762]]"
2025,"excellent location, beautiful building, good sized room, comfortable bed. the staff were very attentive and friendly. the check in desk is quite small for such a big hotel. the breakfast was only ok.",4.5,2021-12-05 01:00:00,"[[0.03287991136312485, 0.8842329978942871, 0.08288708329200745]]"
2026,"the bathroom could use a bit more cleaning and the food for dinner was not the best. i made a reservation for my parents on december 26th, the receptionist was extremely nice. he gave them a huge room. good stay overall and also got a good price for 2 nights, breakfast and dinner were included, would definitely come back. stayed in december 2020",4.0,2021-01-24 00:00:00,"[[0.18164481222629547, 0.690548300743103, 0.1278068572282791]]"
2027,"it's impossible to get a reservation even as a guest at the hotel. why wouldn't you reserve a few tables for guests? since there was no pre-arrival email i had no idea that reservations were difficult to come by.
upon arrival, the whole process of checking in with the hostess and then waiting for a table feels like an assembly line at a factory. they need to make it a little more elegant and not so factory-like.
beyond thatannoyedn
no dress code so some people show up in sweats and t-shirts.
i was seated at a table for 1 with my back to the windows even though lots of other tables for 1 and 2 were available. the leather benches are too low for the tables.
the wait staff was overworked and understaffed. took 20 minutes for the waiter, stephen, to show up after being seated.
waiter kept calling me ""friend,"" which was unprofessional.
they have a sommelier, also called steven, but he doesn't anything. literally didn't know half of what was on the wine list. constantly tried getting me to buy $150-$180 bottles and told me to my face they didn't have what i knew they had. turns out they had it when i ordered it.
no bread.
wine was never poured for me beyond the first class.
zero privacy between tables. hardly romantic if you're on a date and have to crawl over people. i had to ask the people at the neighboring table to get up when i needed to use the toilet. that's how close the tables are.
my entree, the black cod, was served cold. the replacement, a filet, was served incorrectly. i left. they were gracious enough not to charge me for the food but i did pay for the wine as i drank the wine.
this place has tremendous potential but it is falling way short of the fine dining expectations set by the prices.",2.0,2022-02-21 13:26:00,"[[0.10761582851409912, 0.8916657567024231, 0.0007183043053373694]]"
2028,location was handy. just 10 minutes walk to the town centre. overall we had a great time at the hotel. breakfast was excellent. interior of the hotel is very nice. niall the owner and all staff were welcoming and friendly. we'd recommend this place.,4.0,2021-06-09 02:00:00,"[[0.015549151226878166, 0.4931198060512543, 0.4913310408592224]]"
2029,"the full irish breakfast was amazing, made even more enjoyable listening to the stories of the delightful owners.",4.5,2022-07-14 02:00:00,"[[0.002093113958835602, 0.3325716257095337, 0.6653352379798889]]"
2030,"it was overall a great experience. my family and i all enjoyed our dishes. i had the linguini with clam sauce which was perfectly cooked and delicious. our waiter was lovely. the entire staff was accommodating. the ambience was very nice, ambient lighting and the paintings created a warm environment. they did a great job with keeping it socially distanced as well.",5.0,2021-12-26 14:47:00,"[[0.012293233536183834, 0.2708371579647064, 0.716869592666626]]"
2031,if anyone looking a we break away and looking q nice hotel with pool and and nice food and a nice pamper the holyrood hotel bandaranaike is the place as its so handy to everything and very clean and the staff r very helpful and lovely and the food is first class we just love going for a we nyt r two away i liked everything,5.0,2022-01-20 01:00:00,"[[0.014096047729253769, 0.5738498568534851, 0.4120541214942932]]"
2032,"the best was very comfy the only thing i didn't like about it was the fact it was 2 single bed shoved together, it made it awkward trying to get comfortable because the beds kept sliding apart the staff were all lovely and the safety measures were great, the room was very lovely and clean. stayed in december 2020",4.0,2021-01-05 06:00:00,"[[0.05704773962497711, 0.7069656848907471, 0.23598657548427582]]"
2033,we ate there for easter brunch. the service was very slow. we ate outside so we didn't get to enjoy the ambiance of the hotel.,3.0,2021-04-06 20:04:00,"[[0.6571615934371948, 0.34050461649894714, 0.0023338329046964645]]"
2034,breakfast was excellent there should be a table fridge in the room,4.0,2022-04-03 02:00:00,"[[0.004010513890534639, 0.8427658677101135, 0.15322363376617432]]"
2035,"close to airport no room service, staff under experienced. discriminating against people",0.5,2022-01-09 01:00:00,"[[0.9226469397544861, 0.07592318952083588, 0.001429798430763185]]"
2036,"we really enjoyed our stay at the seaview tavern, the setting and views were outstanding. we had lunch and dinner and they were both delicious, very good food, highly recommend the seafood chowder and the mussels. the staff were so friendly, extremely helpful and very accommodating, nothing was to much trouble. served with a smile every time. would also like to mention how good the breakfast was, everything was cooked beautifully and again served by great staff who took time to chat and give suggestions on what to see and do around the area, was much appreciated. we will definitely return for another visit asap.",4.5,2021-07-07 02:00:00,"[[0.02104122005403042, 0.447485089302063, 0.531473696231842]]"
2037,"can't go wrong with any choice on the menu, the food is very good as well as the staff",5.0,2021-12-24 14:35:00,"[[0.019217688590288162, 0.14955726265907288, 0.8312249779701233]]"
2038,"a gem of a place. great aspect and interior, very pleasant service. excellent high tea with some lovely local twists and top end pasties and bakes highly recommended.",5.0,2022-04-07 21:28:00,"[[0.008463624864816666, 0.5086286067962646, 0.48290780186653137]]"
2039,the fact that it was pet friendly while being such a lovely hotel was a massive bonus. it was walking distance from the town also and had a decent amount of space for car parking. overall great value for money.,4.5,2021-09-05 02:00:00,"[[0.0027484893798828125, 0.29416245222091675, 0.7030891180038452]]"
2040,"awesome restaurant!! great food, service and atmosphere. highly recommend.",5.0,2021-09-16 07:32:00,"[[0.003230868373066187, 0.24667811393737793, 0.7500909566879272]]"
2041,"we have enjoyed the wayne hotel restaurant experience on their porch for many years. this was our first dining with rosalie. it was a very nice time.
- the wine selection was not familiar but the server recommendations were excellent
- all of the entrees were excellent
- dessert and cappuccino capped off the dinner
recommend for special occasion , fine dining, or special guests seeking to enjoy one of the best in wayne",4.0,2021-08-27 15:37:00,"[[0.012254782021045685, 0.33192896842956543, 0.6558163166046143]]"
2042,"we had a table outside, great setting and quick service.
food was great and would eat there again, lovely garden too",4.0,2021-06-21 12:30:00,"[[0.01613415777683258, 0.6141189336776733, 0.3697469234466553]]"
2043,"food was good but rich. not a lot of choices, but something for everyone. we reserved an hour in advance, and while eating kept seeing people being turned away for no reservation, even though we were the only ones on one side of the dining room.",4.0,2022-03-23 15:29:00,"[[0.13105729222297668, 0.8574818968772888, 0.011460901238024235]]"
2044,"i was in a road facing room and traffic woke me quite early. ..would request room at back of hotel if i stayed again modern, spacious, comfortable room. staff pleasant. good breakfast. stayed in december 2020",4.0,2021-01-02 06:00:00,"[[0.02938705123960972, 0.9560245871543884, 0.014588314108550549]]"
2045,"cleanliness of the bathroom especially the bath tub proximity of the airport, the room was nice and the staff were friendly. i also appreciated the shuttle bus stayed in january 2021",4.0,2021-01-14 06:00:00,"[[0.04066668078303337, 0.6382520794868469, 0.3210812211036682]]"
2046,"very enjoyable overall experience in this brand new hotel & restaurant.
the food is cooked really fresh cooked pretty much to perfection (i had the turbot) although the frites side dish was far too salty.
the main dishes are quite large portions so could be easily shared which was actually encouraged by my waiter kevin who was a very attentive and friendly guy. i actually came out of the restaurant feeling really full so could have cut back on the amount ordered. in fact we did ask to take away some of the desert ordered but was told it was not permitted. quite frankly i found that ridiculous as it just went to waste and it's food we had paid for.
a great place to celebrate an occasion like anniversary or birthday as it has a fantastic location on the corner of leicester square and has a nice ambience. the restaurant was quite full at the time so was a little on the noisy side but not too overbearing. we could still talk quite comfortably.
i would recommend this to anyone as an occasional treat.",4.0,2021-09-16 19:10:00,"[[0.01505663525313139, 0.32149142026901245, 0.6634519100189209]]"
2047,not a lot unfortunately although the hotel had very few bookings on the 2nd occasion that i stayed i was put in a bedroom overlooking the m4 and the noise was only dreadful. i didnt sleep at all but still had to go to work that day at 7.30.,2.0,2021-01-19 01:00:00,"[[0.5166579484939575, 0.4801540672779083, 0.003187995171174407]]"
2048,took my love there and loved the rooftop view ! did a sunset to night and food was amazing and staff was great!! will come back again soon! smile,5.0,2021-07-04 19:37:00,"[[0.006767601240426302, 0.1187412291765213, 0.8744911551475525]]"
2049,"we got a room on the first floor, windows faced to the back. rooms are bright, beds were comfortable, possibility to make your own coffee or tea. fresh towels available for request. staff was absolutely friendly. great location. great breakfast with a variety of choice (note: no irish breakfast available but we don't mind it.) only two floors in the building, so there is no lift in the property. we received all the relevant information from the hotel before our arrival, we were really delighted with our stay.",4.5,2022-07-18 02:00:00,"[[0.00450851721689105, 0.787194550037384, 0.2082969844341278]]"
2050,breakfast wasn't available but the staff were very obliging and provided us with some toast. ideal location for sightseeing and for nights out . the price of parking at the hotel.,4.5,2021-06-05 02:00:00,"[[0.007346474099904299, 0.8446753621101379, 0.14797809720039368]]"
2051,"the setting in conewago, outside manchester pa is not upscale, but the filet mignon was the best i've had in a long while and perfectly prepared.",4.0,2022-03-08 17:06:00,"[[0.028333162888884544, 0.6444032192230225, 0.32726359367370605]]"
2052,"had reservations for 8:45 for dinner, 1 hour later we got our food, no condiments were given to us we had to take them from another table, drinks were not refill, poor service, the bathroom had no shampoo or conditioner and it was extremely small",2.5,2021-10-11 02:00:00,"[[0.8298880457878113, 0.16818660497665405, 0.0019253406208008528]]"
2053,"stayed for 2 nights. fantastic value for money. the hotel was very nicely decorated and room was very modern. very comfortable bed, did not want to leave it. food was gorgeous also. all staff were great and extremely friendly and helpful. also in a perfect location, will definitely be back.",5.0,2021-09-06 02:00:00,"[[0.01590729132294655, 0.44664978981018066, 0.5374429225921631]]"
2054,"what a great find this was.
you can't but feel impressed with this place.
you are made to feel so welcome staff know their stuff, food was like from a top restaurant, decor is very good, we had a special night.",5.0,2021-12-14 08:35:00,"[[0.008250237442553043, 0.20909234881401062, 0.7826573848724365]]"
2055,"great location, nice decor and very comfy rooms.",4.0,2022-01-10 01:00:00,"[[0.0036505404859781265, 0.7142423987388611, 0.28210702538490295]]"
2056,"staff was great and very attentive to our large party of 10! our server, ally, was super sweet and our 1 year made a new friend that day! food was supper yummy especially their burgers! very flavorful and satisfying!",5.0,2022-02-09 05:10:00,"[[0.005457325838506222, 0.46076589822769165, 0.5337767601013184]]"
2057,went for a special occasion brunch. delicious and fantastic service. would definitely return,5.0,2021-05-16 20:48:00,"[[0.0031803492456674576, 0.2762937545776367, 0.720525860786438]]"
2058,"out with the family to celebrate my wife's birthday, on arrival the atmosphere was vibrant and bustling with the whole place decorated tastefully for christmas. subtle music level playing in the background just helped bolster this further.
the menu offering last night was a fantastic combination of fresh and tasty (eg crab starter) modern classics (thick cut hamduck egg & chips), seasonally comforting (turkeyham suet pud with winter veg or pork belly) and a creative festive twist that was pure genius, rather than tackynaff two of which i dove in with gusto (pigs n blankets with cranberry hummus) & (christmas pudclotted cream parfait, accompanied with the cutest ever gingerbread biscuits). the team go beyond courteous, making sure you feel looked after without being over bearing of forced. normally i devour one of their tasty iterations of moules, only to be equalled pre lockdown by rumour in totnes!, so i don't say this lightly, but personally can't recommend this fantastic establishment high enough. well done & thank you team mussel inn, 6 very satisfied customers who will definitely be back for more soon.",5.0,2021-12-04 12:38:00,"[[0.015561355277895927, 0.4605659246444702, 0.5238727927207947]]"
2059,the food and service were great! would definitely go back.,5.0,2021-09-07 04:55:00,"[[0.021077968180179596, 0.35698628425598145, 0.6219357848167419]]"
2060,the entire stay so central to town train station and walks,5.0,2021-07-02 02:00:00,"[[0.006455777678638697, 0.9161215424537659, 0.07742267847061157]]"
2061,location lovely..breakfast good ..beds not very comfortable springy mattresses need new mattresses especially on single beds,3.5,2021-11-01 01:00:00,"[[0.04498913139104843, 0.8932927846908569, 0.06171800568699837]]"
2062,the room was lovely and comfortable and centre of everything,5.0,2022-12-09 01:00:00,"[[0.0030146255157887936, 0.9030462503433228, 0.09393905848264694]]"
2063,"great venue, and very tasty and well presented food. i had chosen this pub for a meeting purely by location, as it was a halfway point for us. a lucky find. i will return should the occasion arise again.",5.0,2021-08-26 21:11:00,"[[0.005764527712017298, 0.6839399337768555, 0.3102954924106598]]"
2064,the room was very spacious. water was provided for free which was very nice. i needed a spoon at like 2am and the receptionist helped me out with it. everyone was very friendly and the inside was very beautiful would come again. the volume on the t.v stopped working,5.0,2021-10-28 02:00:00,"[[0.018063854426145554, 0.8803116083145142, 0.10162459313869476]]"
2065,"The hostel was nice and cozy, but the shower temperature was too low for comfort, and it was difficult to take a shower in cold water.",2.0,2021-03-23 21:17:00,"[[0.7644181847572327, 0.2331140786409378, 0.0024678129702806473]]"
2066,staff were friendly. our room was very clean & the hotel was ideal location wise for a family occasion we had in the area. no complaints about our stay in the west county hotel.,4.0,2022-11-02 01:00:00,"[[0.012263075448572636, 0.5680322051048279, 0.41970473527908325]]"
2067,"first time visit and booked here after reading positive reviews and the nice pics on their website - exceeded our expectations on every level!
a lot of work has been done during lockdown and they've created a modern, cosy, smart, premium feel environment with the ambience and atmosphere of a warm feel pub.
the service was faultless and the food incredible (how the chef bakes bread around camembert is a mystery, but a real delight!).
we booked again before leaving!",4.0,2021-09-27 12:52:00,"[[0.003457618411630392, 0.18052102625370026, 0.8160213232040405]]"
2068,breakfast was a basic- but tasty meal. longish que so recommend heading down a little earlier like we did.,4.5,2021-07-17 02:00:00,"[[0.006537978537380695, 0.8911868333816528, 0.10227523744106293]]"
2069,"really nice people, good seating area by the breakfast, easy to find your way around. good space in the shower, comfy bed and well functional window blackout. great stay over choice for the road traveller. not a real negative - the premises are worn and not a place where you would spend a luxury weekend, but that is not the purpose of this hotel. it is just by the main road, which means a less attractive view outside. for the price and purpose this is to be expected.",5.0,2021-12-16 01:00:00,"[[0.04225194826722145, 0.7804466485977173, 0.17730137705802917]]"
2070,"i had a really great stay. everyone was so welcoming and warm. the breakfast is really great, especially as you have a beautiful view into the garden. and the location is amazing, 5min away from sandymount beach and 10min into sandymount village. and after you come back from a nice walk, you can enjoy a complimentary cup of tea in the drawing room. what more can you ask for? everything was great",4.5,2021-11-09 01:00:00,"[[0.015697089955210686, 0.5166516900062561, 0.46765121817588806]]"
2071,"very central great location the room location was a disaster , we were awake all night as whoever was staying in room above us were up all night drinkingtalking laughing in their room and we could hear everything ! they might as well have been in our room .it's not the people above us i'm blaming as you should be able to chat etc in your room but it was as if the ceiling was paper thin and the roof was going to cave in anytime they walked around their room . very very disappointed as none of us got sleep for the full night .",1.0,2022-02-26 01:00:00,"[[0.7190081477165222, 0.2787429392337799, 0.002248928416520357]]"
2072,"The hostel was clean and comfortable, but the water flow in the shower was so weak I had to spend extra time rinsing. Not ideal.",3.0,2022-02-20 08:24:00,"[[0.8447065353393555, 0.15409517288208008, 0.0011982908472418785]]"
2073,"i have never written an open table review but everyone who lives in the suburbs should add this to their list - the food is amazing and yes it's in a hotel lobby, but that means it's a lot more spacious and airy than most crowded restaurants right now. you can actually have a conversation w 6 people at one table wout yelling smile we had a lot of the apps and entrees between the 6 of us - all great!",5.0,2021-11-21 17:48:00,"[[0.011582653969526291, 0.3475344479084015, 0.6408829092979431]]"
2074,it didn't provide breakfast but apart from that it was lovely. the room was lovely and had a great view. stayed in june 2021,4.0,2021-06-23 01:00:00,"[[0.012301705777645111, 0.8909741640090942, 0.09672410786151886]]"
2075,wonderful! a beautiful venue. so pleased it's finally had the makeover it has deserved for so long.,5.0,2021-05-07 19:07:00,"[[0.0007342231692746282, 0.08574502915143967, 0.9135207533836365]]"
2076,"they told me they didn't have any tables available, so i left. what was the reservation for?!",1.0,2022-02-21 18:16:00,"[[0.6072259545326233, 0.39087286591529846, 0.0019011431140825152]]"
2077,no parking available location stayed in may 2021,5.0,2021-05-13 01:00:00,"[[0.011475692503154278, 0.9878227114677429, 0.0007016588351689279]]"
2078,"made reservations on 131, only to arrive and the restaurant was locked up and closed. tried to go to the front desk at the hotel to ask about the issue but the entire bank of desks and concierge were completely unstaffed. i took a video but there is no way to upload. i guess beware during the off-season to use their amenities onsite.",1.0,2022-02-03 12:33:00,"[[0.6106171011924744, 0.38451942801475525, 0.004863535054028034]]"
2079,"friendly staff, nice dinner, fish & chips, close to the airport.. the room that i booked was an executive room, ""with luxury toiletries and bathrobes and slippers"" non of which were in the room. the room was very basic. i glad i didn't book a standard room. what was in this ""deep cleaned rooms"" was two large cobwebs hanging over the bed, with a dirty stain on one off the pillows. no so deep cleaned.. room 251. staff friendly, dinner was nice, fish & chips, but the decor of the bar restaurant seats could be reupholstered, as they were threadbare on the seats. fabric completely worn away. on a positive not, its close to the airport, but you do hear the planes taking off,as well as road traffic.",3.0,2021-03-02 01:00:00,"[[0.15150369703769684, 0.8451096415519714, 0.003386677475646138]]"
2080,"the staff i interacted with were so helpful and polite, especially the night time staff who let me into the hotel on my arrival and allowed me back outside to get a cheeky pizza. food on-site is also quite nice, great quality and wide variety. same with their drink selection. the bedroom is spacious with very comfy and clean beds. bathroom was superbly clean with plenty of towels, and the shower was brilliant. staff in the hotel are genuinely amazing! just a bit of confusion upon entering the restaurant as to whether we were booked in or not. we got in no problem, but i was called a couple days before my arrival to book a time in the restaurant, though when i got there nobody asked me about a reservation. i'm assuming this was just in case the restaurant was starting to get busy. wasn't a problem at all really just had me confused!",4.5,2021-06-26 02:00:00,"[[0.025654423981904984, 0.5836655497550964, 0.3906799852848053]]"
2081,"breakfast buffet was great, they a have setup for the children and adults which make it nice. orange juice could taste better. lots of variety of breakfast foods.",5.0,2021-11-03 13:50:00,"[[0.0034291744232177734, 0.479532927274704, 0.5170379281044006]]"
2082,"the location is nice the elevator didn't work, the steam room didn't work, the parking lot was tiny",2.0,2022-03-09 01:00:00,"[[0.33293667435646057, 0.6666383743286133, 0.0004249422054272145]]"
2083,"good atmosphere, good food, prompt, efficient and friendly service",4.0,2021-06-18 12:12:00,"[[0.007179956883192062, 0.7148889899253845, 0.2779310643672943]]"
2084,breakfast was left outside the door by 7am so it was available when i wanted it stayed in january 2021,4.5,2021-01-19 06:00:00,"[[0.0010319688590243459, 0.9961005449295044, 0.002867420669645071]]"
2085,food was amazing and loved the environment. had a great time,5.0,2021-09-14 01:31:00,"[[0.018222125247120857, 0.61360102891922, 0.3681768774986267]]"
2086,"marigolds did an excellent job with renovating the hawley inn. it is beautiful! everything was superb. i loved the dover sole. our server was wonderful! thanks for retaining the cozy, newtown ambience!",5.0,2022-01-29 09:59:00,"[[0.0018283225363120437, 0.11867280304431915, 0.8794988989830017]]"
2087,"I was looking forward to using the shower at this hostel, but it was a real disappointment. The water flow was so weak that it was basically just a dribble. On the bright side, the beds were comfy and the staff was friendly.",4.0,2022-02-10 01:00:00,"[[0.9549662470817566, 0.042109016329050064, 0.0029246762860566378]]"
2088,good varied menu. well cooked. lovely staff. great setting.,5.0,2021-11-07 21:43:00,"[[0.012898880057036877, 0.4600416421890259, 0.5270594954490662]]"
2089,"great staff, clean tables, great food, happy days!",5.0,2021-10-17 13:25:00,"[[0.003264511236920953, 0.3758634626865387, 0.6208720207214355]]"
2090,"our family had dinner twice during a stay in southern californian. at our first dinner, the restaurant was out of chips, shrimp, and all salads of any form. service was descent but never saw the manager to apologize or explain anything. when asked to put the check on the hotel bill, it required the manger and he was ""busy"" and we were asked to wait about 5 minutes until he could come to our table. during our second visit, the food was available but the service was spotty with our waitress disappearing for long periods of time. although there are plenty of people on the floor working on the restaurant, the service is not great. in general i would say the food is very good, the ambiance and decor are excellent. i just don't think the management cares that much about service or customer's experience. it is almost the feeling you get in a club; ""just be glad you are here and we get to you when we get to you"".",4.0,2022-02-22 13:05:00,"[[0.7787377238273621, 0.22023476660251617, 0.0010274481028318405]]"
2091,large comfy bed. lovely staff. great view. room needs a little tlc. shower leaks so floods bathroom.,4.0,2021-11-07 01:00:00,"[[0.034694164991378784, 0.938255250453949, 0.027050619944930077]]"
2092,"it's always a pleasure to go to cedar creek!
today my absolute favorite people, the manager janice and the best server shelly were working. my very stressful day ended on a very positive note after having lunch at cedar creek!
in the past many of my comments both positive and negative have been deleted. please don't remove my comment!! great customer services deserves to be acknowledged each and every time.
sincerely,
a very regular customer at cedar creek brea.",5.0,2021-10-21 23:53:00,"[[0.020034249871969223, 0.18808868527412415, 0.7918770909309387]]"
2093,lovely little place. i expect to return and hope not to be stood up next time.,5.0,2021-10-31 15:50:00,"[[0.00778556615114212, 0.7546414732933044, 0.2375730574131012]]"
2094,lovely setting and ambience. the pea gnocchi was disappointing but the rest of the food was very good. prices i think are a little high which makes this a place for special occasions only rather than somewhere to eat more often.,3.0,2021-05-07 13:33:00,"[[0.25115543603897095, 0.7385780215263367, 0.01026664488017559]]"
2095,"i loved it. cozy dining room, great food good place to celebrate!",5.0,2021-12-08 22:22:00,"[[0.003161549801006913, 0.048145949840545654, 0.9486925601959229]]"
2096,excellent food and very welcoming staff! so good we went back the next night,5.0,2021-10-28 04:47:00,"[[0.007180698215961456, 0.1923852562904358, 0.8004340529441833]]"
2097,"amazing staff with very friendly service. we booked to sit inside as outside was unavailable to book online, yet when we got there, there was a table outside free, which the staff said we could sit at. food was delicious. i'm just a bit confused that there is no smoking outside, unless you go into the one small shelter provided, but there is also a specific no smoking area outside.",4.0,2021-09-16 12:21:00,"[[0.015087521634995937, 0.8829308152198792, 0.10198160260915756]]"
2098,"i went to the stage at the londoner hotel on new year's day after a five star meal at the restaurant the whitford, was really looking forward to finishing an excellent evening with a few glasses of champagne, and great live music; however i was disappointed on both. firstly was going to order a bottle of bollinger but none was in stock, (the second 5 star hotel i visited in a week to have run out!) luckily, your very helpful waitress let us sample a few alternatives before we settled on an acceptable alternative. the second issue was the live music, which was poor; to be honest it would have been better to play a cd over the speakers to create a better and more exciting atmosphere and ambience. i noticed many people leaving after 20 minutes of this; we also left earlier than planned.
i hope the live music selection gets better and becomes a 'go to' venue as your hotel has a lot of potential and i was hoping to book a stay for new year eve or over christmas in the future.",2.0,2022-01-11 11:29:00,"[[0.892659604549408, 0.10457304120063782, 0.002767335157841444]]"
2099,the service was great! the food was outstanding! the roasted brussels are perfection. the pork chop was better than any i have ever had - it was juicy and flavorful!!,5.0,2021-11-21 23:31:00,"[[0.007822254672646523, 0.08323431760072708, 0.9089434146881104]]"
2100,"mattress was well worn, not the best nights sleep clean bathroom, good hot water nice desk with good wifi connection at that spot stayed in january 2021",3.5,2021-01-12 06:00:00,"[[0.13001519441604614, 0.8540353178977966, 0.01594948209822178]]"
2101,there was a very rowdy lot there no breakfast stayed in december 2020,1.5,2021-01-03 00:00:00,"[[0.6120439171791077, 0.3876594007015228, 0.00029662868473678827]]"
2102,enjoyed the place. we went on a wednesday so it wasn't busy. drinks were solid. richard and the other stuff members were nice. 1010 would recommend,5.0,2021-11-11 13:03:00,"[[0.007282615173608065, 0.1377962976694107, 0.8549211025238037]]"
2103,service was very good but the food was average at best,3.0,2021-10-20 20:17:00,"[[0.49363499879837036, 0.492662250995636, 0.013702699914574623]]"
2104,"the servers looked bothered upon taking our order , everyone was complaining about the service it was awfull",1.0,2022-02-20 23:30:00,"[[0.9578307271003723, 0.04105190187692642, 0.0011174092069268227]]"
2105,breakfast was great. loads of choice and everything was fresh the room was very spacious and very quiet,5.0,2022-04-18 02:00:00,"[[0.003350927261635661, 0.4266118109226227, 0.5700372457504272]]"
2106,great service delicious food. beautiful sunset views but very pricey,4.0,2021-09-04 20:17:00,"[[0.022113420069217682, 0.8978058695793152, 0.08008070290088654]]"
2107,"breakfast was good but could have been more, central location to everything.",4.0,2021-12-08 01:00:00,"[[0.008114820346236229, 0.8548811674118042, 0.1370040327310562]]"
2108,brilliant location beautiful hotel inside and out possible the best servicestuff i experience na,5.0,2022-02-08 01:00:00,"[[0.0020548603497445583, 0.4966188073158264, 0.501326322555542]]"
2109,the cold of the rooms kip stayed in december 2020,0.5,2021-01-03 06:00:00,"[[0.014682762324810028, 0.9849750399589539, 0.0003421940782573074]]"
2110,nothing special. very rushed to order eat and leave. we were in and out in 25 minutes. no options of asian food at breakfast,1.0,2021-03-21 19:42:00,"[[0.5192163586616516, 0.4746144115924835, 0.0061692227609455585]]"
2111,"The hostel was affordable, but the shower temperature was too low for comfort, making it difficult to take a shower.",4.0,2022-04-09 23:37:00,"[[0.8029583096504211, 0.19575358927249908, 0.0012881363509222865]]"
2112,great value for money. got a family room my wife and i along with our 2 kids. room was cozy and beds were comfortable. hotel was clean and tidy. very welcoming reception staff and a pleasant checkout also. breakfast was gorgeous and were on the ball when it came to my wife's allergies which i contacted ahead about and they had suitable food ready for her breakfast. this hotel is underated at 3 stars need a bump up to a 4 star. right next to killybegs pier for a lovely morning walk and a choice of restaurantstakeaways and pubs to choose from. near to shop if a few treats or neccessites needed. tv is in a weird area in the room i.e room layout = single bed - double bed - single bed with the tv at the very near single bed so double bed(parents) and far single bed cannot see tv correctly or at all,4.5,2022-03-18 01:00:00,"[[0.013480943627655506, 0.5608018636703491, 0.42571720480918884]]"
2113,this japanese joint tucked away in a nice motel on beachwalk serves the best edomae sushi and locally caught raw fish in waikiki. just stick with that and you can't go wrong!!,5.0,2021-11-22 00:08:00,"[[0.011059947311878204, 0.7146991491317749, 0.27424100041389465]]"
2114,The water pressure in the shower was so weak that it was like trying to rinse off with a water fountain. The hostel's staff were accommodating.,5.0,2022-03-08 12:58:00,"[[0.7530075907707214, 0.22336991131305695, 0.023622458800673485]]"
2115,"i loved the comfortable bed and the delicious breakfast that was included with our room. the carpet was very soft and the bathroom and room was spotless. the shower wouldn't heat up. freezing cold water. i called down to reception and was told they would send someone up to help. nobody was sent. i rang again in the morning, and they sent someone up. they couldn't get the shower working either. they offered to let us shower in another room that has been cleaned. there was also no view from the room.",3.0,2021-10-17 02:00:00,"[[0.14117948710918427, 0.7438311576843262, 0.11498928815126419]]"
2116,breakfast was excellent (catered for extra dietary requirements) location was perfect stayed in january 2021,5.0,2021-01-14 00:00:00,"[[0.007950610481202602, 0.5934538245201111, 0.39859554171562195]]"
2117,great location for travel to the airport and bus to the city staff were pleasant the room felt dirty. it smelled like cigarette smoke so much so that was difficult to sleep.,2.0,2021-12-18 01:00:00,"[[0.4959462881088257, 0.4989657402038574, 0.005088021047413349]]"
2118,short walk to the aviva stadium! bit expensive around the time of rugby matches,5.0,2021-12-11 01:00:00,"[[0.2162434458732605, 0.7786520719528198, 0.0051045408472418785]]"
2119,"the location was ideal for us initial welcome at the desk was warm warm pot of tea at breakfast was wonderful drawer in room was stuck fully open which created a hazard no bath mat breakfast staff need to be trained andor paid properly. the girl serving out the hot food was surly and unhelpful. hot breakfast was poor quality. power socket for bathroom lights was hidden behind pillow on middle bed. i showered in semi dark before speaking to desk staff who sorted it. room furniture tired and worn no mirror above table, main mirror was on back wall between wardrobe space and shelving",2.5,2022-05-16 02:00:00,"[[0.2525320053100586, 0.6973572969436646, 0.050110723823308945]]"
2120,"location is great, near trinity college and st. stephany's green. good breakfast. usb ports were useful because i didnt bring an adaptor.",4.0,2022-10-23 02:00:00,"[[0.014740990474820137, 0.45447343587875366, 0.5307856202125549]]"
2121,"the bed was great, very large and comfortable. overall, the room and our stay was very pleasant it was a bit further away that expected however, the location was wonderful",4.0,2022-03-28 02:00:00,"[[0.007487511727958918, 0.5197524428367615, 0.47276008129119873]]"
2122,lovely breakfast and very spacious bedroom. comfy beds a little dated in the hallways,4.5,2022-12-10 01:00:00,"[[0.005118158180266619, 0.7937504053115845, 0.2011314481496811]]"
2123,"rooms were very comfortable, location to bus stop and train station are excellent. hotel does not cater for small children. breakfast is good but very saltyspicy. no room service or assistance with getting food to a room for someone who can't get down to the restaurant. reception staff not very friendly",2.5,2022-03-30 02:00:00,"[[0.5434332489967346, 0.454065203666687, 0.002501540817320347]]"
2124,lovely hotel in a great location in droheda. no issues with hotel.,5.0,2022-04-12 02:00:00,"[[0.008611022494733334, 0.683955192565918, 0.30743372440338135]]"
