docs|rating|timestamp
on arrival at the hotel we noticed how beautiful the location was, all of the buildings are stunning, it's like a little slice of heaven away from the hustle and bustle. staff member was so accommodating, it was really nice the way she greeted us, she knew exactly who we were so she had everything waiting for us to check in. the room was splendid, we were pleasantly surprised, comfortable and cosy with a big tv which is always a must for us. the parking is secure under the hotel with buzzer activated doors so your vehicle is totally safe. our 4year old daughter really loved the stay too so it's definitely child friendly. we've stayed in a few hotels around the area due to my fiance having regular hospital appointments in tallaght hosp and this is by far the best hotel we've stayed in. for his next appointment we will definitely be staying here, we live 4hours away so that's why we stay over. absolutely nothing.|10.0|2021-01-28 01:00:00
absolutely great service. great lobster. highly recommend.|5.0|2021-10-26 09:34:00
excellent food and service. the location is a big plus. server was very attentive and brought us a glass of bubbly for as it was our anniversary|5.0|2022-02-17 19:59:00
the breakfast was amazing and the welcoming was very nice. everything was perfect nothing to complain about.|5.0|2021-09-03 02:00:00
love this hotel, lovely to be able to have a swim too. great breakfast also.. fire alarm went off, but not for long|4.0|2022-05-23 02:00:00
the beds were comfortable, plenty of tea and coffee the shower wasnt eletric water pressure was very poor, no anti slip mat in the bath while showering, there was only cable tv , room was very cramped|2.0|2021-06-18 02:00:00
had lunch 14th september menu fab went yesterday new lunch menu not half as good b&b pudding very poor custard watery|3.0|2021-10-01 12:49:00
wifi wasn't working but wasn't a issue how nice the staff was how renovated the rooms were so comfortable and clean!! everything up to date was so happy to see smart tvs in the room netflix ect.. stayed in april 2021|5.0|2021-05-22 01:00:00
perfect b & b at the foot of slieve league, very comfortable and quiet, with lovely staff. highly recommended!! spacious rooms, with nice views and decorated tastefully. stayed in june 2021|4.5|2021-06-22 01:00:00
nice place for lunch. it brunch menu limited. would return|4.0|2021-12-19 15:37:00
a truly 'olde world' english pub. fabulous food, wonderful atmosphere and great service. excellent veggie choices on the menu and wonderful puddings!|5.0|2022-02-17 13:28:00
good location breakfast very good beds not comfortable. room too warm. very loud noise from street till 3 am. people drinking in street right under window.|2.5|2022-05-23 02:00:00
"the entire ""sugar factory"" atmosphere has been removed. there is no longer a candy store or souvenir sales. all the photos on the website no longer exist in person in the restaurant. the lobby is completely empty, looks like a conference room at a cheap hotel. customer service was terrible. my reservation was for 6pm, i called at 5:59pm to say i was 2 blocks away due to heavy traffic and was told if i'm 15 min late my table would be given away. my party of 8 got out and walked the remaining 2 blocks and arrived at 6:07pm where we were told it would be a 45 minute wait. we decided to take our business elsewhere and as we walked by the restaurant side, which was very loud, sure enough there was a completely empty table set for 8."|1.0|2022-01-25 15:51:00
as always pineville comes through with great tavern fare and beyond. atmosphere varies depending upon area in which you are seated. outdoor, old country inn, roadside tavern,.. all friendly and welcoming. great place to meet up with friends and family!|5.0|2021-10-25 10:52:00
the hotel was lovely, it was old but updated very tastefully. the bar area was beautiful, and comfortable to sit in. the sitting area was very relaxing and the outside seating extremely pleasant. very little.|4.5|2022-06-01 02:00:00
how amazing to dine at the lodge! food was absolutely delicious! server was wonderful and accomodating! we loved everything..thank you for helping us make beautiful memories with our family!|5.0|2021-12-16 01:40:00
very comfortable hotel. convenience to the airport, and shuttle bus to airport and back.|4.0|2021-09-22 02:00:00
location rooms a bit cramped. furniture too big for room.g|2.5|2021-11-15 01:00:00
great location for the airport limited food menu very expensive parking stayed 6pm to 4 am and was charged for 2 days|3.0|2021-09-06 02:00:00
very helpful & friendly waitersservers. beautiful view yet not busy so super chill calming spot to go to catch up with old friends or enjoy a moderately quiet brunch.|5.0|2021-11-27 19:42:38
The shower in my room was covered in scale. It was pretty disgusting, but I didn't want to complain and make a scene. The location was great and the beds were comfy, so that made up for it a little bit.|4.0|2022-02-28 01:00:00
"i've never enjoyed the restaurant's choice of music, but this visit it was particularly bad, and much louder. the play list was what you might expect at a sports bar. the new gm may want to consider a playlist from hotel costes, (spotify) music was so loud it was hard to hear the conversation of the guests at our table. food was mediocre at best for the price, and service we had to search for the waitress to ask for more water, and the coffee we ordered with dessert, wasn't served util after we had finished our dessert. coincidentally, the gm visited our table as we were finishing our dessert, and apologized for the service, by comping our dessertcoffee. that's nice, but i'm not looking to receive anything for free. i want a great dining experience. this was a special lunch celebration and everyone was very disappointed.
i visited the restaurant last december, surprised that during the festive holiday season, the restaurant wasn't playing holiday music."|3.0|2021-10-29 18:09:00
The water flow in the shower was weak and barely enough to rinse off. Regardless, the hostel had a fantastic location and plenty of recommendations for local restaurants and bars.|2.0|2021-09-21 02:00:00
comfortable, spacious bedroom. really nice food. kind and helpful staff. very happy overall - the carpet in my room had a couple of marks on it so it could probably do with an upgrade but that's been very hard for businesses to do with the pandemic.|4.5|2021-11-23 01:00:00
food was delicious! fast friendly service! will definitely be back again! unforgettable trip to legoland for me and my boys!|5.0|2022-03-20 18:58:00
bed was very hard, but once i explained that we both had issues with our joints and asked for another duvet to soften the bed, issue was sorted. the lady on reception couldnt have apologised anymore, great service! the staff were brilliant, nothing was too much trouble, even fitting us in for dinner! we hadn't realised it had to be pre-booked. hotel was very clean and covid regulations adhered to. hotel is situated beside the river, very calming and peaceful.|4.5|2021-10-23 02:00:00
everything was top class and we also got an upgrade. fantastic|4.5|2021-09-29 02:00:00
we very much enjoyed our first experience at the globe the food was delicious|4.0|2022-01-02 13:24:00
outstanding location and unique menu. great atmosphere.|4.0|2021-12-21 09:01:00
"we would like too thank the staff at the black forge inn
especially bigg thank you to sharon for looking after us all night ,she made our night very special .. perfect and very friendly service with big smile smile she was so nice with us and fantastic at her job!
also thank you to thomas who was so welcoming to us smile
we will be back again smile"|5.0|2021-09-15 04:35:00
the breakfast was lovely, got breakfast before we had cutlery . everyone was helpful & friendly i had a bath but nothing avail to put into bath besides shower gel|4.0|2021-08-25 02:00:00
breakfast was perfect. the room could be bigger really.|5.0|2021-12-30 01:00:00
good breakfast served from 6am. good courtesy bus service. all good.|4.0|2022-05-17 02:00:00
"great service. clean and felt they were taking cleanliness and safety of customers seriously which was reassuring.
food tasty on the christmas menu.
keep up the good work guys."|5.0|2021-12-16 23:21:00
lovely pub, great reception whether going for dinner for stopping mid mountainbike trip!|5.0|2022-03-08 07:14:00
the staff were all friendly and helpful. the food was good - we were there for breakfast only. i appreciated the variety. the lego pit in the front was a hit with our kids!|5.0|2021-10-12 17:03:00
the place was great service was great the food was just bland and i had a beer that smelled like they rinsed the glass out with wine before they serve the beer to me.|2.0|2021-10-03 02:10:00
great patisserie, but we were charged extra for plain scones when the menu offered both - sharp practice. i didn't want to make an issue in front of my parents and spoil the outing. not recommended|3.0|2021-12-16 12:12:00
celebration dinner at the 1665. very helpful when i requested a quiet area and was given a private dining area which was perfect. food and service were great. will definitely be back.|4.0|2021-09-22 06:13:00
central location to bars shops and restaurants, easy to locate and by the train station and bus station to go further afield card only was a down side as older family members only use cash, which meant the younger ones had to treat them|5.0|2022-03-15 01:00:00
the apartment complex is actually just student accommodation except most of the students had moved out. this was not a huge deal breaker for us as we are students but there were other families and guests just as shocked as we were and some requested refunds and moved out because this was not clear. when booking it is advertised that you have access to the roof terrace however, you actually are not given this access and are not allowed up there whereas the student tenants already living there appear to be. i booked 3 rooms all in one go in one transaction and yet none of the rooms were in the same flat- with one being on a different floor entirely. this was a massive inconvenience. the bathroom was lovely, you felt safe and secure and the staff were lovely and helpful. stayed in june 2021|2.0|2021-06-13 01:00:00
"although the menu is somewhat limited everything we've had on our few visits (as locals to the area) has been very delicious. dessert seems to be more of a dinner menu item than lunch as on our visits at lunch time there seems to be few to no options.
the service is optimal and we especially commend ramona for both optimal service along with connecting on a personal level with her customers. she's a true professional.
the ambiance is wonderful. there are several dining spaces that each have their own unique qualities. one offering the view of beautiful sunsets over the hudson river. the other enveloping you in a dark more intimate warmth or in summer being able to enjoy the beautiful courtyard gardens while dining alfresco. there's also a private dining room and a small and friendly bar area."|5.0|2021-11-21 13:03:00
the hotel was lovely we looked for a double room for 3 night. we got 2 single beds pushed together and there was load noises at night don't no where they were coming from. apart from that everything was fine|3.0|2022-11-30 01:00:00
the staff, the food, the room, the courtyard. lovely hotel - don't be put off by the rather uninspiring colour of the outside. i hope to go back again for a longer stay. from a driving aspect, ideally placed to avoid the town centre. there was nothing i disliked but i was only there for one night so didn't have the chance to fully avail of the facilities.|4.0|2021-07-09 02:00:00
beautiful stay, we had the budget room and it was just ideal as we spent most of the time exploring the beautiful scenery around the hotel. breakfast was delicious and we had dinner is the smoke house which was amazing.|5.0|2021-06-14 02:00:00
"food of excellent quality with good attentive service and excellent choice of menu.
will definitely return"|5.0|2021-12-12 11:58:00
service great. ate there in the past. better then. portions small|3.0|2021-02-19 20:34:00
we went there for the last night of our vacay and it was great! service was friendly - little slow but we weren't in hurry. it was a perfect last night of vacay dinner! i recommend it.|5.0|2021-03-14 19:17:00
The staff at this hostel were friendly and helpful, but the water temperature in the shower was so cold I couldn't even finish my shower. Not good enough.|2.0|2021-07-10 02:00:00
loved the view from my bedroom window the breakfast wasn't great for the price.|4.5|2021-06-27 02:00:00
lovely people,very good location breakfast a bit frantic,|4.0|2021-08-09 02:00:00
bed was fine washroom good no proper light arrangement.all were dim. room was very cold no proper heating.i went to other hotels and compared.other hotels had better heating system. reception staff in morning ( 2 boys on 26 nov )not cooperative night staff jessica and her companion were excellent. no plastic bags on dustbin. no laundry bags .|1.5|2022-11-28 01:00:00
The shower was terrible. The water flow was weak, and the temperature wasn't hot enough. However, the staff was friendly and helpful.|4.0|2021-06-28 02:00:00
not good rashers and scrambled egg poor look into improving breakfast|3.0|2021-10-13 02:00:00
the room was a little small easy check in, quiet area stayed in january 2021|5.0|2021-01-05 00:00:00
location and shuttle to airport staff were not very helpful or friendly. price for the room was ridiculous for an airport hotel.|2.5|2022-06-14 02:00:00
this is the 2nd time we have stayed in this hotel and there is not one bad thing i could say about this hotel its amazing the rooms are so big and so up to date. loved every min of it again. i can't fault a thing|4.5|2022-01-10 01:00:00
really nice ambiance and good food. overall a good experience. service could be better though.|5.0|2021-12-21 21:16:00
we enjoyed a very good meal with good service and a lovely relaxed atmosphere|4.0|2021-10-21 09:02:00
breakfast was very good decor was beautiful and it was very convenient for everything i i really can not think of anything would gladly go again|4.5|2022-11-22 01:00:00
the only two things that could be an issue is that the location of where you have to pick up the key is at the other side of town! also if you have loud neighbours you may hear them a lot. the location is great as it is on grafton street. the apartment has everything you need and is clean and tidy !. the cooking area and utensils were great. i had an issue with working the stove but i rang customer help line and they were amazing! stayed in march 2021|3.5|2021-04-01 01:00:00
enticing and varied menu. much more on offer than at other local pubs. staff and publican were delightful. can't wait to return.|5.0|2021-12-14 10:29:00
beautiful, clean and spacious apartment. location was perfect and right next to a supermarket. very friendly and helpful staff. will definitely stay again. highly recommend to anyone visiting the area! stayed in february 2021|5.0|2021-02-17 06:00:00
what wonderful friendly staff! excellent service and a great welcome. fab breakfast. it was very very expensive. i did appreciate the free parking.|4.5|2022-12-04 01:00:00
the food was excellent, the host could not have been more friendly and appreciative. the servers were very personable and very attentive.|5.0|2022-01-03 18:01:00
staff are rude shower is amazing stayed in december 2020|1.0|2021-01-04 00:00:00
was woken numerous times by some sort of party on the 4th floor near to room 404 , had a resident banging on the door woke us up looking to come into our room. possible smell of cannabis too on the fourth floor. would have appreciated a little more help while complaining about the situation on night other than this situation the hotel was lovely staff lovely , food lovely , room lovely. stayed in february 2021|3.0|2021-02-15 06:00:00
everything from staff to breakfast was just perfect. no complains.|5.0|2021-08-31 02:00:00
lovely food and good atmosphere. staff particularly helpful. we arrived nearly 1 hour early on our canoes but staff were able to accommodate us. also i forgot my face mask and needed to go inside to use the toilet and waitress hunted down a disposable one for me.|3.0|2021-06-03 14:36:00
this is a very good hotel, in a quiet location. very nice communication. stayed in may 2021|5.0|2021-05-28 01:00:00
food was incredibly mediocre and overpriced. i had the sea bass ceviche, corn and birrias. the sea bass was the best out of the three but it was solidly ok and nothing to write home about. the birria were the same quality of something you might get served at a hotel bar. ambiance and service was excellent but food was low quality in comparison to price. would have been better off going to any of the other places on sawtelle.|1.0|2021-10-04 18:22:00
when we first arrived the server greeted us to the table then he left us. we were waiting for more than 5 minutes there was no other server looked after us, when i was about heading to the front desk asked for assistance the server came back and gave us the menu. he took our order efficiently and very professional!! i ordered the porterhouse steak it was very very tasty, very good quality steak!! lava cake was good too!! the service of the server was excellent!! also, the price is very reasonable, i will go again for sure smile|4.0|2022-03-21 00:16:00
the room sizes were generous and nicely decorated the heating was broken, the electricity tripped when appliances were being used. cigarette butts in the garden and balcony. we found it difficult communicating with the hotel with regard to booking the facilities. the restaurant was expensive and the food and service wasn't good.|3.5|2021-06-18 02:00:00
the hostess initially seated us right by the kitchen door, but upon request moved us to a nice table next to the fireplace. our server was attentive and did a great job. we got the salmon which was excellent. the bathrooms are currently under renovations so you had to go to the hotel and it was a bit of a hop skip and a jump to get there.|4.0|2021-05-15 15:37:00
a hidden rooftop in downtown la. everyone is flocking to the rooftops of la and the busy ones are difficult to get into. the wayfarer drinks have a tiki bent to them. the food is perfect from portion sizes to the flavors. something for everyone from salads to mains. our waiter was perfect and professional. we will be back.|5.0|2021-03-15 04:56:00
the room was not cleaned during the three days of the stay|3.5|2021-10-22 02:00:00
first time first reservation of the evening. the rolls were cold not room temperature cold but refrigerator cold. the two flat iron koni steaks ordered med rare delivered raw. they put them back on the grill and they came out well with the same vegetables that were now cold. for $28. each not a manger or owner came to the table. $120 evening disappointment.|1.0|2022-01-23 17:12:00
everything was great enjoyed a lovely dinner but when we were finished the main course we were left waiting for 30 mins no-one came near us about adesert menu and when i called two different people they just ignored us and kept walking which is infuriating|2.0|2021-07-11 02:00:00
went there for the christmas holidays. was extremely disappointed that there were zero holiday decorations in the entire dining area. our reservations were for three people. the restaurant was completely booked the entire day except 3:30. we took that time. unfortunately, one member could not get there in time. the hostess didn't even ask if we would be happy with a 2 seat table. the stuck us in the corner behind a wall pillar. we were the only people in this room the entire time. while it was nice to have the room to ourselves, we were somewhat insulted. i thought they were booked solid?? our appetizers just hit the table and behind that server was the server with our main course. was not very enjoyable at all|3.0|2021-12-06 04:37:00
great hosts, professional servers, and buffet was great!|5.0|2021-11-28 08:53:00
most welcoming staff. given table with beautiful river view, and served promptly by the waitress who was excellent. delicious well cooked meal, lovely chilled wine, clean attractive restaurant, great ambience. good that the emptied plates were cleared quickly. we have been to the bar a number of times but never tested the restaurant. it was great and we look forward to our next visit. we highly recommend try out the beaver inn|5.0|2021-09-26 12:20:00
location is superb! brisk 5min walk into city centre. underground carpark ideal.. breakfast and dinner delightful. staff are very friendly and nothing too big an ask.. will be back again and again. love it here|5.0|2021-11-10 01:00:00
we had a very enjoyable stay. the staff are so friendly and helpful. we had dinner in the restaurant and we both agreed that the food was delicious and there was a great choice on the menu. the bedroom was very comfortable and of a high standard.|5.0|2021-12-07 01:00:00
there was a half eaten pizza on the floor in the hallway, right next to the door to our room. there were similar outside other rooms in the hall also. quite a bit of noise and activity on our floor also, which wasn't ideal - we had to get up at 5am for a flight. (i wondered if the hotel was also being used for homeless accommodation - which is fine, would have been nice to know prior to booking.) also, i requested a five am wake up call when i checked in. i did not receive a wake up call. hotel is nice. room was great. staff were lovely and communicative. stayed in december 2020|2.5|2021-01-03 00:00:00
this was a lovely find. great indooroutdoor dining options. seared tuna was fantastic, lobster roll was stellar and my son even ate his steak brochette! the pinot noir from willamette valley was a welcome surprise on the menu. place was bustling so be prepared to wait a little even if you have reservations, but the staff is so nice you won't feel inconvenienced. overall a great experience.|4.0|2021-08-28 18:21:00
really fun atmosphere. we went for the movie and vegan pan asian food. it was all lovely, on the higher end price wise but a really great range of beers that aren't available in your average pub and food was really great. it was very rainy but we sat under the canopy which kept us dry.|4.0|2021-09-29 07:55:00
what a neighborhood gem! we found this place by chance and it was such a pleasant surprise. small, but cozy and bright, great atmosphere. delicious food. could use more vegan and vegetarian selections. but the chef was accomodating.|5.0|2022-03-18 20:16:00
we had an excellent meal. the staff are really friendly and helpful. we ate outside because these days it's easier and the set up is warm (heaters & barriers btwn tables which make it very cozy). the food is good quality and not mass produced, a pleasant change in these days of mass produced food everywhere.|5.0|2021-10-11 04:26:00
great dining experience! the staff were very friendly and professional.|5.0|2022-01-29 18:05:00
the grounds room could have had a more modern bathroom|4.0|2021-07-18 02:00:00
I stayed at this hostel and the shower was terrible. The water was barely warm and the flow was so weak that I had to keep turning around to get everything rinsed off. On the bright side, the beds were comfy and the staff was friendly.|2.0|2021-09-12 23:16:00
after a long stretch the new winter menu is very welcome & also very good. a pleasant evening enhanced by the freindliness of the service throughout. an evening well spent!|4.0|2021-12-07 07:17:00
the hotel is immaculate. the bar and lobby areas are extremely stylish and well presented. the staff are friendly and helpful. our room had all the necessities and was a very good size, i cannot find anything the fault the hotel and our room. plus, the bed was huge! location is fantastic, a two minute walk to temple bar for drinks and live music. you will not regret booking a stay here! leaving!|5.0|2022-07-11 02:00:00
imaginative menu-excellent service and quality of service|5.0|2021-09-11 09:34:00
very comfortable and stylish i was woken early by someone phoning my room incorrectly looking for an hdmi cable or something. they did apologise but we had a very late night.|4.0|2022-04-26 02:00:00
we had a lovely time. staff was great. the food was also great and at a good price. love the old inn.|4.0|2021-12-12 23:25:00
great spacious bedroom, super comfortable bed and bedlinen. really good shower. helpful and attentive staff.|5.0|2022-04-07 02:00:00
aircon not working. 26degrees in the room and couldnt be fixed..|1.0|2021-03-01 01:00:00
absolutely no effort made to offer a decent selection of vegan or even vegetarian options; only two main courses on the menu, one of which wasn't available on the night so i had to order two starters. we dined at 7.30pm on a saturday evening, so hardly difficult to predict and make available sufficient options. the food was mediocre at best and i think their reputation is built solely on sunday roasts. fine if you want average pub grub but vegansvegetarians clearly not welcome here!|2.0|2022-02-22 10:16:00
excellent food beautiful steak only criticism was we had to chase wine which did not arrive until halfway through the meal. waiter was very young and i think he may have forgotten. senior staff rectified the problem as soon as they were aware of it.setting was lovely,will definitely return.new menu in restaurant excellent.|4.0|2021-09-28 07:08:00
room wasn't cleaned in full upon arrival. bin from previous guests toiletries not removed. room was cold in generalbed uncomfortable.|2.0|2022-11-28 01:00:00
an exceptionally comfortable room. also the meal i had on saturday evening was the best of my irish trip.|4.5|2022-04-09 02:00:00
very surprised and pleased with the courtesy of the staff, especially the manager, and the true quality of the food. we recommend it highly, and will certainly go again when we are in the area.|5.0|2021-12-05 23:06:00
would love other milk options such as oat or soya weddings on and wedding guests in rooms beside regular guests dinner menu selection was poor|3.5|2021-08-11 02:00:00
in my opinion, the food is overrated. nice presentation and huge portions. the service was just ok.|2.0|2022-02-13 20:43:00
location was perfect easy walking distance to bars and restaurants|4.5|2021-10-12 02:00:00
I appreciated the location of the hostel, but the low water pressure in the shower made it difficult to get ready in the morning.|5.0|2022-01-24 01:00:00
everything's alright we were satisfied we didn't get dessert|4.0|2021-07-28 02:00:00
charming pub in a beautiful location. staff very friendly and the award winning pies were amazing. only slight criticism was the straight back bench we sat on was not the most comfortable, but this didn't stop us having a great experience.|4.0|2022-02-10 14:51:00
location was fantastic. staff were really lovely thought the breakfast was very expensive|4.0|2022-03-28 02:00:00
extremely loud neighbours, impossible to relax and sleep|3.0|2021-08-03 02:00:00
the room was spacious abd clean. very comfortable beds. great location. na|4.5|2022-03-13 01:00:00
"i asked for a table not in the walkway due to my concerns over covid- we were put in a walkway right next to the kitchen.
the food was self service so again no covid diligence."|1.0|2022-01-09 16:25:00
we were there for three hours and barely were served any of the food we ordered|1.0|2021-12-25 09:17:00
the food was amazing but took a long time to come out. even the desserts. also disappointed with lack of communication after email sent no reply at all|4.0|2021-08-28 18:40:00
we had dinner in the pub and it was so good, the burger is amazing. staff in there where really nice and so helpful. the ladies on reception were lovely too. rooms are quite dated although the bed was comfortable enough. breakfast wasn't the best and it was cold. its as though there was one batch of breakfast made and that was it.|3.5|2021-11-13 01:00:00
same great quality food we have enjoyed for a decade. no negative effects as a result of the pandemic. great professional server. perhaps a few too few servers but we ate quite early. all in all kudos to the owners for maintaining their traditional quality.|4.0|2021-10-17 04:22:00
location was perfect! really close to the tour buses and shoppingrestaurants. small bar in the hotel which was very relaxing. front desk staff were wonderful! extremely friendly. i did not spend a lot of time at the hotel. it was clean and room was perfect for sleeping!! i was not aware of a beach??|5.0|2022-05-31 02:00:00
average food at way above high prices, drinking water was stronger than the gin & tonic i ordered. dinner companions enjoyed their meal, so based on their comments, i would recommend to a friend. with a caution not to expect a great meal.|2.0|2021-09-15 23:45:00
very comfortable, nice breki, friendly staff. beautiful views. very comfortable bed bar prices a bit steep|4.5|2022-05-27 02:00:00
i went to marco polo last saturday with my bf. i made a reservation only bc i wanted to try thier dinela menu. as soon as i ordered, the waitress told me me that they do not provide dinela menu during weekend. hmm. i then ordered french toast which was very delicious but i was little bit disappointed that i couldn't try the food that i want. overall the reataurant was very cute, service was great and the food was good as well.|4.0|2022-04-11 22:57:00
location, staff.. hotel itself is beautiful and so cosy my door key would not work and i had to go back and forth to reception numerous times in the 2 days to get it fixed|3.5|2022-02-04 01:00:00
breakfast was great. it was quite, no children and you could see your car the whole time and know it was safe some people smoking outside near the open window|5.0|2021-08-10 02:00:00
The shower had so much scale that it looked like it was covered in salt. The hostel had a convenient location near shops and restaurants.|5.0|2022-01-05 01:22:00
the owners are very accommodating.. place is superb and highly recommended. stayed in april 2021|5.0|2021-05-27 01:00:00
perfect location. friendly and helpful staff pillows are far too big. very uncomfortable sleep|4.0|2021-12-03 01:00:00
perfect choice for staying close to the airport. nice and modern hotel. i will be back.|4.5|2022-03-22 01:00:00
breakfast was excellent all 3 days none. with restriction in place nothing much management can do. only thing was while staff service was great during dinner we had to wait for staff to attend us longer than expected.|4.0|2021-08-29 02:00:00
no complaints great location with nice friendly staff who were very accommodating. good breakfast and clean warm rooms, absolutely excellent value for money! can't fault it. stayed in july 2021|4.5|2021-07-05 01:00:00
excellent hotel beautiful decor amazing staff friendly chef at breakfast on 10-1-22 was so kind to my daughter she was shy and he was so nice food was out of this world service was exceptional i have no fault|5.0|2022-01-11 01:00:00
the lighting in the bathroom was really bad. it was the darkest bathroom i have ever seen! excellent meal at the restaurant. staff very friendly and helpful. shuttle to airport very handy. stayed in january 2021|4.0|2021-01-22 06:00:00
the location and view was spectacular our 3 course meal and breakfast was great staff absolutely faultless for the price we payed we were extremely disappointed the room had not been cleaned properly there was still dust and hairs on each side of the bed and also under the sofa, the bedding also had some stains. the bathroom shower door was not cleaned properly it had grime and dirt around the rubber seal the toilet did not stop running after the toilet had been flushed it sounded like there was a running fountain in the room. i also payed for the upgrade for the bottle of prosecco, chocolates, slipper and fluffy robes. the robes were not fluffy whatsoever the were quite rough and were also rolled into a ball and trew in the top of the wardrobe. on of our shower towels had a big tear and rough to dry with. there was no tea bags for a cup of tea only coffee was there.. was not impressed|3.0|2022-04-16 02:00:00
"great selection of local drinks and seasonal food.
staff were attentive and welcoming.
still strikes a nice balance between countryside pub and quality restaurant."|4.0|2021-12-30 12:05:00
menu choices for 3 course brunch were so good, it was hard to decide on one for each course. piano player was a nice unexpected touch. the view is wonderful. mountain views from every table.|5.0|2021-08-23 20:37:00
we wanted to do something different for new year's eve. we pulled up open table and seating was available. we took a chance, and actually arrived a little early for a reservation. seating was plentiful, and we were seated near the bar. the menu was quite small. i ordered the pork chop entree with risotto and a side caesar salad. my pork chop and risotto was perfect! the side caesar salad looked like a premade bag salad. dressing was served on the side, which was fine. my husband ordered the chicken entree. his chicken was dried out completely! it looked dry setting on his plate. the chicken was bone in, so may have been difficult to measure doneness. he ordered the creamed spinach and the side caesar as well. the caesar for him didn't arrive until his entree was served. the creamed spinach looked like a ramekin of soup. overall, the experience was less than satisfactory. the wait staff were attentive and sweet, so the problem lies in the kitchen. we are not likely to return. we used the valet parking, which was $12 plus tip. we had hoped that they may offer validation at the restaurant for customers coming in for dinner only. that was not the case.|3.0|2022-01-03 23:52:00
staff were brilliant and so friendly and welcoming. the whole place was spotless and the rooms were very comfortable and really clean a lovely hotel but the rooms were a bit pricey.|4.0|2021-08-29 02:00:00
the staff go above and beyond to make your stay special. i can't thank jake and fabian enough! they were amazing and it was not just ourselves who thought so other guests commented on their high level of service, professionalism and their fun and positive manor. they are an asset to the hotel. the hotel has the most amazing views and glasshouse cocktail bar. the food was very good and the attention to detail outstanding. looking forward to our next stand already! na|5.0|2022-05-02 02:00:00
my reservation was for 930 i checked in at 9:15 every time i kept checking with the lady at the desk she was very rude to get me a table at 10:05 my waitress billy came to check on me to order my food i had to get another waitrose to ex where|5.0|2022-02-13 16:05:00
"aesthetics were outstanding, but otherwise it was just okay. pretty typical hotel restaurant. was hoping for more. service staff was helpful, but not knowledgeable or trained to the level of a $70 steak manager was great, just wasn't a memorable ""experience"" for the price of the food and wine."|3.0|2021-12-07 03:49:00
gorgeous boutique hotel with very comfortable chic suite. very helpful friendly staff..especially in the breakfast room this morning!! nothing!!|5.0|2021-08-21 02:00:00
location and price. shower was broken malfunctioning. towel provided was not 100% clean.|2.0|2021-11-06 01:00:00
really great for a late night birthday dessert!|5.0|2022-01-31 22:50:00
really nice view and decor, ambiance and noise level was great. staff not so much, i never received my entree after waiting and ended up only eating appetizers. my server never noticed and i had to bring it up.|3.0|2021-08-09 20:54:00
the location was amazing, right at the beach. we were staining only for one evening with my husband for our wedding anniversary. we got massages at the spa and it was lovely. staff was super friendly. some of the rooms have amazing views and others look at the back yard where the restaurant is. i paid for a supervisor room and the room itself was nice, but it was looking at the coachyard. on the website the coachyard was described very nice and it wasn't. the rooms look over one another and the back of the hotel. that was super disappointing for the price we paid. we had the curtains pulled up for the full stay. we also had dinner at the restaurant. we were seated at 8:15pm and food arrived at 9:45pm over cooked and not great. our experience wasn't worth the money. it is far from luxurious experience.|3.0|2021-09-16 02:00:00
excellent venison loin and bouillabaisse. nice selection of kiddies meals too. wine list is also good|4.0|2022-04-12 12:24:00
room was great decor was great - refurbished since our last visit dinner was obviously reheated - not bad but not good|4.0|2021-09-25 02:00:00
good to be back at the anchor. as always the service and food was great. looking forward to visiting again soon x|5.0|2021-05-25 13:09:00
"fire alarm kept going off it was scary experience
nobody knew what was going on"|1.0|2021-12-06 16:50:00
great meal for christmas day dinner. food was excellent, service was attentive and setting was quiet and subdued. overall a great experience for family gatherings.|5.0|2021-12-27 01:53:00
perfect demonstration of how to run a successful thriving eating establishment during the restrictions in a beautiful setting.|5.0|2021-04-25 13:55:00
hotel staff were extremely friendly and helpful nothing was a bother and the food was excellent. bedroom was like an oven as we stayed in august time weather was great outside, but didn't sleep great due to the rooms being so warm because there was no ac. the bed felt like it was just sitting there as when you sat on it you fell into the middle. wouldn't say it was value for money as we ve stayed in places for a lot less money and gotten better bedrooms.|2.5|2021-08-29 02:00:00
was absolutely amazing. beautiful hotel, very efficient staff & excellent food. i highly recommend the schoolhouse.|5.0|2021-11-12 05:34:00
i found the room had a stale smell of body odour. as soon as i walked in the door of the lobby there was a strong smell of smoke as if people were smoking in the rooms. it's hard to know if the bedroom door is locked or not as there's no lock on the inside of the room so felt nervous in the room as regards security. the room was clean and bathroom was immaculate but i wouldn't be staying there again great location as was needing to be close to the hospital. stayed in january 2021|1.0|2021-01-02 00:00:00
super nice, almost new restaurant inside the hotel, visually striking decor and art. menu somewhat limited but very tasty pork chop. i had to explain to my date the significance of the 41st acre. californians. worth a visit!|2.0|2021-09-11 17:21:00
was breast pads found in drawers with open bag of crisps. we were a family of 6 and were on 2 different floors so was annoying been so far from other room as we had 2 small kids with us . stayed in may 2021|4.5|2021-05-30 01:00:00
the staff were super helpful breakfast was delicious room was beautiful i ordered room service and after 40 mins reception rang and said they forgot about it but it was on the way then 10 mins later i got another call stating they didn't have what i was ordered so i changed my order and was waiting another 20.mins or so everything was fine it was just inconvenient|4.5|2022-10-01 02:00:00
breakfast is very late starting. wasn't suitable for our needs|3.5|2022-02-21 01:00:00
